,House_Price,Beds,Baths,Area,Lot,Street,City,Zip_Code,County,State,Url
157,300000,2,2,944,N/A,2405 Horizon Ln #132,Antioch,94509,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/2405-Horizon-Ln-94509/unit-132/home/624682
158,3099000,5,4.5,4251,"5,122",6081 Laurelspur Loop,San Ramon,94582,Contra Costa Conty,CA,https://www.redfin.com/CA/San-Ramon/6081-Laurelspur-Loop-94582/home/56909513
159,671226,3,2,1413,"5,407",4637 Ranch Ln,Antioch,94531,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/4637-Ranch-Pl-94531/home/190720990
160,650000,3,2.5,1460,N/A,9 Oak Crst Unit Ct D,Novato,94947,Marin Conty,CA,https://www.redfin.com/CA/Novato/9-Oak-Crest-Ct-94947/unit-D/home/1122123
161,2488888,4,3,3172,"9,000",43 Baywood Ter,San Rafael,94901,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/43-Baywood-Ter-94901/home/814253
162,1375000,3,3,2246,"9,348",176 Corte Anita,Greenbrae,94904,Marin Conty,CA,https://www.redfin.com/CA/Greenbrae/176-Corte-Anita-94904/home/1020045
163,649000,1,1,815,N/A,505 Larkspur Plaza Dr Unit 8A,Larkspur,94939,Marin Conty,CA,https://www.redfin.com/CA/Larkspur/505-Larkspur-Plaza-Dr-94939/unit-8A/home/1404933
164,1695000,4,3,2472,11325.6,130 Tioga Ln,Greenbrae,94904,Marin Conty,CA,https://www.redfin.com/CA/Greenbrae/130-Tioga-Ln-94904/home/628841
165,1495000,3,2,1665,20473.2,12 Alderwood Way,San Rafael,94901,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/12-Alderwood-Way-94901/home/1269269
166,1100000,2,2,1440,"8,398",170 Bayview Dr,Mill Valley,94941,Marin Conty,CA,https://www.redfin.com/CA/Mill-Valley/170-Bayview-Dr-94941/home/1138873
167,1275000,3,2,1516,10890.0,408 Meadow Way,San Geronimo,94963,Marin Conty,CA,https://www.redfin.com/CA/San-Geronimo/408-Meadow-Way-94963/home/868408
168,1988000,5,3,2759,37897.2,483 San Andreas Dr,Novato,94945,Marin Conty,CA,https://www.redfin.com/CA/Novato/483-San-Andreas-Dr-94945/home/822128
169,779000,3,2.5,1516,N/A,121 Sylvia Way,San Rafael,94903,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/121-Sylvia-Way-94903/home/1161234
170,1395000,4,3,2226,"4,008",105 Boxwood Dr,San Rafael,94903,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/105-Boxwood-Dr-94903/home/2099671
171,1425000,2,1.5,2880,"9,251",19 - 23 Shannon Ct,Novato,94949,Marin Conty,CA,https://www.redfin.com/CA/Novato/19-Shannon-Ct-94949/home/1313366
172,2790000,3,3,2068,"7,919",6 Las Palmas Way,Tiburon,94920,Marin Conty,CA,https://www.redfin.com/CA/Belvedere-Tiburon/6-Las-Palmas-Way-94920/home/995888
173,1295000,3,2,1628,10454.4,6 Corte Capistrano,San Rafael,94903,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/6-Corte-Capistrano-94903/home/696422
174,2195000,4,2.5,2881,12632.4,31 Lagoon Rd,San Rafael,94901,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/31-Lagoon-Rd-94901/home/782272
175,1575000,3,2,1540,N/A,239 Eliseo Dr,Greenbrae,94904,Marin Conty,CA,https://www.redfin.com/CA/Greenbrae/239-Eliseo-Dr-94904/home/1354366
176,800000,2,1,1006,13068.0,723 Redwood Rd,San Anselmo,94960,Marin Conty,CA,https://www.redfin.com/CA/San-Anselmo/723-Redwood-Rd-94960/home/782836
177,540000,2,2,1118,N/A,83 Scottsdale Way,Novato,94947,Marin Conty,CA,https://www.redfin.com/CA/Novato/83-Scottsdale-Way-94947/home/1174291
178,2595000,4,3.5,2819,"5,371",136 Summit Dr,Corte Madera,94925,Marin Conty,CA,https://www.redfin.com/CA/Corte-Madera/136-Summit-Dr-94925/home/793999
179,18000000,5,4.5,5775,31363.2,431 E Strawberry Dr,Mill Valley,94941,Marin Conty,CA,https://www.redfin.com/CA/Mill-Valley/431-E-Strawberry-Dr-94941/home/734784
180,1499000,2,2,1384,N/A,34 Lagoon Vis,Belvedere,94920,Marin Conty,CA,https://www.redfin.com/CA/Belvedere-Tiburon/34-Lagoon-Vis-94920/home/1066775
181,1595000,3,2.5,1831,"5,750",343 S Morning Sun Ave,Mill Valley,94941,Marin Conty,CA,https://www.redfin.com/CA/Mill-Valley/343-S-Morning-Sun-Ave-94941/home/901106
182,1375000,4,2.5,2157,"3,563",27 Mildenhall St,Novato,94949,Marin Conty,CA,https://www.redfin.com/CA/Novato/27-Mildenhall-St-94949/home/1343575
183,1749000,2,1,990,"3,851",74 Madrone Ave,Larkspur,94939,Marin Conty,CA,https://www.redfin.com/CA/Larkspur/74-Madrone-Ave-94939/home/1282132
184,719000,3,2.5,1704,"1,452",944 Arlene Way,Novato,94947,Marin Conty,CA,https://www.redfin.com/CA/Novato/944-Arlene-Way-94947/home/684405
185,2499000,5,3,3492,14810.4,120 Kinross Dr,San Rafael,94901,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/120-Kinross-Dr-94901/home/865224
186,1249000,4,3.5,2566,13068.0,50 Robinhood Dr,Novato,94945,Marin Conty,CA,https://www.redfin.com/CA/Novato/50-Robinhood-Dr-94945/home/659747
187,2795000,4,3,2046,"6,399",80 Summit Ave,Mill Valley,94941,Marin Conty,CA,https://www.redfin.com/CA/Mill-Valley/80-Summit-Ave-94941/home/1201289
188,1800000,3,2,2022,32234.4,160 Ralston Ave,Mill Valley,94941,Marin Conty,CA,https://www.redfin.com/CA/Mill-Valley/160-Ralston-Ave-94941/home/1295145
189,889000,3,2.5,1440,N/A,112 Forest Ln,San Rafael,94903,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/112-Forest-Ln-94903/home/955901
190,2695000,5,2.5,2185,"8,999",1 Mount Darwin Ct,San Rafael,94903,Marin Conty,CA,https://www.redfin.com/CA/San-Rafael/1-Mount-Darwin-Ct-94903/home/1200461
191,1295000,2,1,912,N/A,25 Corinthian Ct #24,Tiburon,94920,Marin Conty,CA,https://www.redfin.com/CA/Belvedere-Tiburon/25-Corinthian-Ct-94920/unit-24/home/739247
192,9995000,6,5.5,5565,41817.6,96 Laurel Grove Ave,Ross,94957,Marin Conty,CA,https://www.redfin.com/CA/Ross/96-Laurel-Grove-Ave-94957/home/1071523
193,1995000,4,2,2378,14374.8,4376 Paradise Dr,Tiburon,94920,Marin Conty,CA,https://www.redfin.com/CA/Belvedere-Tiburon/4376-Paradise-Dr-94920/home/1299322
194,1950000,8,4,3586,"7,500",1340 Sir Francis Drake Blvd,San Anselmo,94960,Marin Conty,CA,https://www.redfin.com/CA/San-Anselmo/1340-Sir-Francis-Drake-Blvd-94960/home/1352690
195,3295000,3,2.5,1642,"8,307",329 San Rafael Ave,Tiburon,94920,Marin Conty,CA,https://www.redfin.com/CA/Belvedere-Tiburon/329-San-Rafael-Ave-94920/home/1005327
196,924000,2,1,920,"9,200",97 Ridge Rd,San Anselmo,94960,Marin Conty,CA,https://www.redfin.com/CA/San-Anselmo/97-Ridge-Rd-94960/home/1179708
197,1150000,2,2.5,1472,N/A,80 Marinero Cir,Tiburon,94920,Marin Conty,CA,https://www.redfin.com/CA/Belvedere-Tiburon/80-Marinero-Cir-94920/home/780050
198,2950000,2,3.5,5580,662112.0,11 - 7 Via Del Sol,Nicasio,94946,Marin Conty,CA,https://www.redfin.com/CA/Nicasio/11-Via-del-Sol-94946/home/739661
199,2300000,3,3,2635,16552.8,484 Panoramic Hwy,Mill Valley,94941,Marin Conty,CA,https://www.redfin.com/CA/Mill-Valley/484-Panoramic-Hwy-94941/home/1410273
200,1499000,4,3.5,1750,"6,350",3251 Fasman Dr,San Bruno,94066,sanMateo Conty,CA,https://www.redfin.com/CA/San-Bruno/3251-Fasman-Dr-94066/home/627728
201,1288000,5,4,2860,"3,200",381 Huntington Ave,San Bruno,94066,sanMateo Conty,CA,https://www.redfin.com/CA/San-Bruno/381-Huntington-Ave-94066/home/1683073
202,19900000,6,8,8470,65340.0,961 High Rd,Woodside,94062,sanMateo Conty,CA,https://www.redfin.com/CA/Woodside/961-High-Rd-94062/home/1050655
203,2695000,8,8,8866,"8,755",168 Santa Clara Ave,San Bruno,94066,sanMateo Conty,CA,https://www.redfin.com/CA/San-Bruno/168-Santa-Clara-Ave-94066/home/1431250
204,1995000,3,2.5,2110,"5,000",463 4th St,Montara,94037,sanMateo Conty,CA,https://www.redfin.com/CA/Montara/463-4th-St-94037/home/728313
205,1528888,3,2.5,1610,739648.8,1 Brigantine Ln,Redwood City,94065,sanMateo Conty,CA,https://www.redfin.com/CA/Redwood-City/1-Brigantine-Ln-94065/home/1148297
206,1398000,2,2.5,1451,N/A,900 Live Oak Way #904,Belmont,94002,sanMateo Conty,CA,https://www.redfin.com/CA/Belmont/900-Live-Oak-Way-94002/unit-904/home/1956327
207,1298000,3,2.5,1670,"2,988",10 Jacqueline Ct,Daly City,94014,sanMateo Conty,CA,https://www.redfin.com/CA/Daly-City/10-Jacqueline-Ct-94014/home/1354987
208,2390000,4,3,2165,"4,450",2519 Lincoln Ave,Belmont,94002,sanMateo Conty,CA,https://www.redfin.com/CA/Belmont/2519-Lincoln-Ave-94002/home/761522
209,2250000,4,3,2045,17859.6,342 Lakeview Way,Redwood City,94062,sanMateo Conty,CA,https://www.redfin.com/CA/Emerald-Hills/342-Lakeview-Way-94062/home/1936254
210,2995000,4,3.5,2476,"8,500",420-422 Ferdinand,El Granada,94018,sanMateo Conty,CA,https://www.redfin.com/CA/El-Granada/420-Ferdinand-Ave-94018/home/190725432
211,2850000,5,3.5,3640,12632.4,1515 Winding Way,Belmont,94002,sanMateo Conty,CA,https://www.redfin.com/CA/Belmont/1515-Winding-Way-94002/home/1752496
212,2148000,3,2,1380,"6,136",1411 Cordilleras Ave,San Carlos,94070,sanMateo Conty,CA,https://www.redfin.com/CA/San-Carlos/1411-Cordilleras-Ave-94070/home/1892113
213,2500000,N/A,N/A,3052,"5,100",236 Anita Rd,Burlingame,94010,sanMateo Conty,CA,https://www.redfin.com/CA/Burlingame/236-Anita-Rd-94010/home/1514188
214,4250000,12,10,11595,10454.4,1665 Sixth Ave,Belmont,94002,sanMateo Conty,CA,https://www.redfin.com/CA/Belmont/1665-Sixth-Ave-94002/home/1952158
215,35000000,N/A,N/A,N/A,N/A,100 Shamrock Ranch Rd,Pacifica,94044,sanMateo Conty,CA,https://www.redfin.com/CA/Pacifica/100-Shamrock-Ranch-Rd-94044/home/40100426
